id,Created At,Tweet,Location
1.65291E+18,2023-05-01 05:30:40+00:00,b'Herdsmen have taken over Benue \xe2\x80\x93 Catholic Bishop cries out https://t.co/V5MlBE6dN1 https://t.co/obNSOx0G4K',b''
1.65291E+18,2023-05-01 05:18:43+00:00,"b""If herdsmen terrorists are always called up with Fulani, then it's only fair.\xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f https://t.co/ilv1zSWdfK""","b'Abuja, Nigeria'"
1.6529E+18,2023-05-01 05:16:24+00:00,b'@real_IpobDOS @ChinasaNworu @cedoziemm Good evening Mazi . Please I bring a sad news to you in search of a solution\xe2\x80\xa6 https://t.co/xFMNlhf8T8',b''
1.6529E+18,2023-05-01 04:46:45+00:00,b'Uganda army has also jailed our innocent 32 turkana herdsmen who entered in Uganda in search of grass and water 20\xe2\x80\xa6 https://t.co/LXb3WmtFu3',b''
1.65287E+18,2023-05-01 02:38:57+00:00,"b'Where do you guys get this \xe2\x80\x9cNigerians tolerate..,\xe2\x80\x9d from. This social sci is as sure as math - failure of governance\xe2\x80\xa6 https://t.co/XYzPMrjFwe'",b'United States'
1.65285E+18,2023-05-01 01:34:05+00:00,"b'The Assyrians and Egyptians survived just as well, and made actual states in the aftermath, the Judeans however amo\xe2\x80\xa6 https://t.co/BczOv2BRza'",b''
1.65284E+18,2023-05-01 00:43:06+00:00,b'@utaan55 Please also find those killer herdsmen and decimate them.',"b'Abuja, Nigeria'"
1.65284E+18,2023-05-01 00:41:51+00:00,"b'@LooksbeautyW @tajudine2013gm2 @_SirWilliam_ There will be no corn to eat,but cow shits,herdsmen are in the bushes!'","b'osun,ogun,lagos,nigeria'"
1.65283E+18,2023-05-01 00:36:33+00:00,"b'@drpenking Quite a good number of ebonyi village are battling herdsmen on their farm, if properly invested on, no s\xe2\x80\xa6 https://t.co/8dGIXUqT9v'","b'New Haven, Enugu Nigeria'"
1.65283E+18,2023-05-01 00:31:36+00:00,"b""Insecurity, we can't stop talking about it. In Benue State, my people assist enemies in attacking and killing their\xe2\x80\xa6 https://t.co/6pEMAJihS0""","b'Abuja, Nigeria'"
1.65283E+18,2023-05-01 00:12:57+00:00,"b'@AdekunleAbolaj1 @thecableng @achamaja_irene @PeterObi Peter Obi is not the president of Nigeria yet.\nHowever, let\xe2\x80\xa6 https://t.co/zM68Jn1lVI'",b''
1.65282E+18,2023-04-30 23:37:19+00:00,b'@ibndaud @ipob_central @PeterObi @BiafranTweets @radiobiafralive @okeke_alfred @legitngnews @chude__ @ChidiOdinkalu\xe2\x80\xa6 https://t.co/yT6wodUrXz',b''
1.65282E+18,2023-04-30 23:36:13+00:00,"b'Islamist extremists kill pastor, herdsmen slaughter 134 Christians in Nigeria https://t.co/CUKLME2jpu'",b''
1.65282E+18,2023-04-30 23:36:03+00:00,b'@MADUABU39999734 @abati1990 This is the evil journalist who constantly criminalizes IPOB and supports Fulani terror\xe2\x80\xa6 https://t.co/3pg7oRpqBA',b''
1.65282E+18,2023-04-30 23:28:14+00:00,b'Shall we wait to Counted among the slaughtered by Fulani bandits and herdsmen? The answer is no.\n\nhttps://t.co/3OpZkpju6M',"b'Kampala, Uganda'"
1.65281E+18,2023-04-30 22:45:10+00:00,b'@Princemoye1 What is there to be happy about? Is it the rice &amp; stew the politicians feed the guard dogs from their\xe2\x80\xa6 https://t.co/X2FoBWivoL',b''
1.6528E+18,2023-04-30 22:20:14+00:00,"b'@jagabanolu @whitenigerian Definitely and another course for banditry, herdsmen etc'",b''
1.6528E+18,2023-04-30 22:17:40+00:00,b'@Kennedy10369425 @nemi_tari @BrayelaLayefa @EpelleGracious @Denyefa_ @Project_baby67 @DiriAmos Really?\nSorry we wer\xe2\x80\xa6 https://t.co/HTWOukskzj',b'Earth'
1.6528E+18,2023-04-30 22:01:58+00:00,b'@Eminent_crux @GeeDeji @kambaimagic @TimiBlaze @PastorMarvy Does the statistic you provided include killings attrib\xe2\x80\xa6 https://t.co/8pNypk1ExQ',b''
1.65279E+18,2023-04-30 21:59:44+00:00,b'@Eminent_crux @GeeDeji @kambaimagic @TimiBlaze @PastorMarvy Does the statistic you provided include killings attrib\xe2\x80\xa6 https://t.co/9GBzJYKSA7',b''
1.65279E+18,2023-04-30 21:52:34+00:00,b'Corruption\nOil\nScam\nPopulation\nTribalism\nNigerian prince scam\nNigerian food\nNigerians who graduated with flying col\xe2\x80\xa6 https://t.co/UC4r14zH6y',b''
1.65279E+18,2023-04-30 21:35:39+00:00,b'Who will rescue Benue communities from herdsmen? https://t.co/qFSfumH8iN https://t.co/ot2ya1eZnr',b'Romania'
1.65279E+18,2023-04-30 21:34:08+00:00,"b'@vanguardngrnews As if you forget to add ""suspected herdsmen"" or its neither Jos nor Kaduna.\nWe pray security force\xe2\x80\xa6 https://t.co/aFxodz39Sn'",b''
1.65279E+18,2023-04-30 21:22:26+00:00,b'Ever ready to lay his life\nLove cuts deeper than a knife\nKnew you as a semen \nThis shepherd no be herdsmen\n\nThe she\xe2\x80\xa6 https://t.co/KO2pimvY6i',"b'Kaduna, Nigeria'"
1.65278E+18,2023-04-30 21:20:04+00:00,"b'@QUEENERICAN Imagine you, with a mother, but you\xe2\x80\x99re doing online herdsmen on the internet for a faux celebrity.'",b'Nigeria'
1.65278E+18,2023-04-30 21:03:27+00:00,b'@ADEBAYO47376331 @HauwaAllahbura Nah you need to sit down and reason well. Their problem in that state is fulani he\xe2\x80\xa6 https://t.co/U8Zs8ZhYPc',b''
1.65278E+18,2023-04-30 20:52:02+00:00,b'@DanielRegha @YorochiTv He be like those herdsmen of Kenya \xf0\x9f\x87\xb0\xf0\x9f\x87\xaa when Dey jump \xf0\x9f\x98\x82\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\xf0\x9f\x98\x82',b''
1.65278E+18,2023-04-30 20:47:47+00:00,b'@tirimisiyu2013 @vanguardngrnews Fulani herdsmen no be problem anymore\nAgberoism no be problem anymore\nNa entire re\xe2\x80\xa6 https://t.co/Lircc16oOj',b'Lagos'
1.65277E+18,2023-04-30 20:25:14+00:00,b'@orgarzy01 @Sunayaglobal @10nobaten1 @realFFK And not about the real Boko Haram terrorists &amp; killer Fulani herdsmen\xe2\x80\xa6 https://t.co/IW5vWWONRh',"b'Abuja, Nigeria'"
1.65277E+18,2023-04-30 20:22:27+00:00,"b'@10nobaten1 @Sunayaglobal @realFFK Yes, he didn\xe2\x80\x99t see when the Nigeria army and police were killing Biafrans in Sou\xe2\x80\xa6 https://t.co/NlnVmphg0D'","b'Abuja, Nigeria'"
1.65277E+18,2023-04-30 20:07:37+00:00,"b""@Princemoye1 Still he can't still defeat Boko haram or Fulani herdsmen \xf0\x9f\x98\x92\xf0\x9f\x98\x92\xf0\x9f\x98\x92""",b'Middle of the Earth '
1.65276E+18,2023-04-30 19:56:16+00:00,b'@hundercoverr @onyebebe @ThatAnambraChic @abrahamebomah @_SirWilliam_ I am talking about the fact that born losers\xe2\x80\xa6 https://t.co/A1PMqdZaGa',b'Nigeria'
1.65276E+18,2023-04-30 19:47:21+00:00,b'@LIheofor @thecableng Why is it that when boko haram and herdsmen were neutralised u never said anything. It is whe\xe2\x80\xa6 https://t.co/RMm4pPslQ4',"b'Kaduna, Nigeria'"
1.65276E+18,2023-04-30 19:41:38+00:00,b'@chrisbtech001 @AbdulQahar_AQ @thecableng Widen ur scope in terms of reading the news. I think u turned blind whene\xe2\x80\xa6 https://t.co/z91RPTNvUm',"b'Kaduna, Nigeria'"
1.65276E+18,2023-04-30 19:39:33+00:00,b'@BBCWorld UK \xf0\x9f\x87\xac\xf0\x9f\x87\xa7/ Fulani herdsmen terrorist business center will end this year. The evil entity created by devil \xf0\x9f\x91\xbf U\xe2\x80\xa6 https://t.co/StTabRJU3b',b'Biafra'
1.65276E+18,2023-04-30 19:34:04+00:00,b'@ReedMCooper @BoLoudon Young herdsmen\xe2\x98\x9d\xf0\x9f\x8f\xbc https://t.co/CoyKzDb1Mt',b''
1.65276E+18,2023-04-30 19:31:19+00:00,b'Who will rescue Benue communities from herdsmen? - https://t.co/6mYfCSsAuA',"b'3 Adetoun close, off college road, ogba, Ikeja Lagos state'"
1.65276E+18,2023-04-30 19:30:22+00:00,b'Who will rescue Benue communities from herdsmen? https://t.co/aJYkXbihdd',b'Lagos'
1.65276E+18,2023-04-30 19:29:27+00:00,b'@FadumoPaul @abuotor @abikedabiri That same America you just mentioned have a working system where there\xe2\x80\x99s no how o\xe2\x80\xa6 https://t.co/VatZVDPGpc',b'USA'
1.65276E+18,2023-04-30 19:23:34+00:00,"b'@AbdulQahar_AQ @thecableng It is easy for them to say it is ipob, but it is not easy to it was Boko haram and Fulan\xe2\x80\xa6 https://t.co/qhMd8GPyQ4'","b'Owerri, Nigeria'"
1.65275E+18,2023-04-30 19:09:18+00:00,b'@ElochukwuOhagi BBC is silent over the attrocities of Fulani herdsmen and other evils going in nigeria but always f\xe2\x80\xa6 https://t.co/tBBdSzZFMl',b''
1.65275E+18,2023-04-30 19:04:25+00:00,b'@balogin @JaypeeGeneral Ababoku! Everytime Lagos what is Lagos if may ask? You unborn children will still serve Tin\xe2\x80\xa6 https://t.co/UFpTbspGSE',"b'Abuja, Nigeria'"
1.65275E+18,2023-04-30 19:01:08+00:00,"b'@NkirukaNistoran Threatened By Force of FULANI HERDSMEN, Not Spirits.'",b'Uganda'
1.65275E+18,2023-04-30 18:52:15+00:00,"b""@baba_hakeem Nigeria can't stop boko haram terrorist, killer herdsmen, bandits and Unknown gun men. This terrorist\xe2\x80\xa6 https://t.co/4cipaxHB92""",b'I follow back'
1.65275E+18,2023-04-30 18:49:41+00:00,"b'@Princemoye1 Go and recover from the Fulani Herdsmen, stinking yok liars! \nThe guns all look like the normal Police\xe2\x80\xa6 https://t.co/7ADl38O4eW'","b'FCT, Abuja'"
1.65275E+18,2023-04-30 18:49:26+00:00,"b""@baba_hakeem Sir the young man is correct, Nigeria can't stop boko haram terrorist, killer herdsmen, bandits and Un\xe2\x80\xa6 https://t.co/4daW1QJmZk""",b'I follow back'
1.65274E+18,2023-04-30 18:39:32+00:00,"b'The slaughter of Christians in Nigeria is almost an everyday occurance.  Their govt does nothing, the US does not e\xe2\x80\xa6 https://t.co/5JW1W3SDjr'",b'TX SC AL TN '
1.65274E+18,2023-04-30 18:37:11+00:00,"b'The slaughter of Christians in Nigeria is almost an everyday occurance.  Their govt does nothing, the US does not e\xe2\x80\xa6 https://t.co/vEVib9f1oI'",b'TX SC AL TN '
1.65274E+18,2023-04-30 18:17:39+00:00,b'@DanielRegha @YorochiTv Wetin be this? Be like one of those herdsmen',"b'Lagos, Nigeria'"
1.65274E+18,2023-04-30 18:04:11+00:00,"b'@channelstv This people have suffer in the hand of herdsmen and bandit, oh God come to their recuse'",b''
1.65273E+18,2023-04-30 18:01:16+00:00,b'@DailyPostNGR When will you arrest Fulani herdsmen going about with AK-47 killing and raping??Mad people everywhere..',b''
1.65273E+18,2023-04-30 17:58:48+00:00,b'@EnobongBernard @jon_d_doe It\xe2\x80\x99s cuz they\xe2\x80\x99re feminine &amp; absolutely hate women. Instead of them fighting boko haram &amp;\xe2\x80\xa6 https://t.co/mQwWGfw2fg',b''
1.65273E+18,2023-04-30 17:43:53+00:00,"b'Fulani herdsmen are in Kaduna, Jos &amp; Benue killing Christians &amp; burning down Christian homes unchallenged, but Nige\xe2\x80\xa6 https://t.co/gJQ73UQCZg'",b''
1.65273E+18,2023-04-30 17:39:56+00:00,"b'@IdokoChukwueme2 And 100% thugs and drug users and Criminals, herdsmen, Terrorists, Cultists bandits and Killers ar\xe2\x80\xa6 https://t.co/S0YFzYkq90'",b'Diaspora \xf0\x9f\x87\xb3\xf0\x9f\x87\xac\xf0\x9f\x87\xae\xf0\x9f\x87\xb1\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xac\xf0\x9f\x87\xa7'
1.65273E+18,2023-04-30 17:37:26+00:00,b'@Princemoye1 I thought you know all of them and can pick them up anytime? We should expose them but you are shielding the Fulani herdsmen',b''
1.65272E+18,2023-04-30 17:21:00+00:00,b'Till today Mr Ogundana still refused to release the result of a field work we did in 300level. \n6 units.\nWe had to\xe2\x80\xa6 https://t.co/wAW1cXgNkc',b'Titsville'
1.65272E+18,2023-04-30 17:02:19+00:00,b'@JonHutson @Up_yours_Haftar @labaies What I know for a fact and I have heard from many locals in the Nile river sta\xe2\x80\xa6 https://t.co/r1gHA28FkI',"b'Austin, TX'"
1.65272E+18,2023-04-30 16:59:47+00:00,b'@DefenceInfoNG They are bandits abi not Fulani Herdsmen',b'Nigeria'
1.65272E+18,2023-04-30 16:49:29+00:00,"b'@DailyPostNGR Cowardice, Why are you so scared to call them by their names? N\xe1\xbb\x8bgeria is under siege by Fulani sponso\xe2\x80\xa6 https://t.co/RxBUdLP9yV'",b''
1.65271E+18,2023-04-30 16:39:02+00:00,b'It is a right. The president should uphold the right of every Nigerian to life. This you view is why thousands of N\xe2\x80\xa6 https://t.co/PVQC4TU7FX',b''
1.65271E+18,2023-04-30 16:34:37+00:00,b'@Zahrahmusa Your Fulani herdsmen killing people is their right abi? E no go better for u',"b'Dubai, United Arab Emirates'"
1.65271E+18,2023-04-30 16:32:17+00:00,b'@callme_FD @SaharaReporters What do you say about herdsmen and ransom?',b''
1.65271E+18,2023-04-30 16:03:37+00:00,b'Breaking;Not less done 6 jet fighter havocs Enugu state metropolis #BiafraLand.@NigeriaGov go and fly your jet figh\xe2\x80\xa6 https://t.co/0j4r3Y14tQ',b''
1.6527E+18,2023-04-30 16:01:54+00:00,b'@ChinasaNworu You lamentations irritate most Igbos. You connived with Soludo to murder ESN operatives who sacrifice\xe2\x80\xa6 https://t.co/fzYZfL804Y',b''
1.6527E+18,2023-04-30 15:51:37+00:00,b'@Princemoye1 Why haven\xe2\x80\x99t you recovered arms from Fulani herdsmen?',b'Federal Capital Territory'
1.6527E+18,2023-04-30 15:45:42+00:00,"b""@Rinsole_T @Son_of_Babel @fisayosoyombo I understand what you are talking about, it's not about forming a vigilante\xe2\x80\xa6 https://t.co/oFUXOw6LQv""",b'Metaverse'
1.6527E+18,2023-04-30 15:31:33+00:00,"b'@JohnnyJ72427706 @Zeusform @B0lutife Which is your state? Because the last time I checked, Fulani herdsmen have occ\xe2\x80\xa6 https://t.co/rYUVAMBJqP'",b''
1.65269E+18,2023-04-30 15:17:19+00:00,"b'@Princemoye1 As una want make we expose more, Oya make una go catch BOKO HARAM and FULANI killer Herdsmen.'","b'Dongjak-gu, Republic of Korea'"
1.65269E+18,2023-04-30 15:16:41+00:00,b'@Arewa_Icon @NkirukaNistoran May Bokoharam and fulani herdsmen happen to you and your generation to come.',b''
1.65269E+18,2023-04-30 15:15:24+00:00,"b'@PIDOMNIGERIA Fulani herdsmen are in Kaduna, Jos &amp; Benue killing Christians &amp; burning down Christian homes unchalle\xe2\x80\xa6 https://t.co/mOsI7FX49S'",b''
1.65269E+18,2023-04-30 15:14:26+00:00,"b'@Harry55833 @thecableng Exactly! Fulani herdsmen have been killing people in Jos and Benue, but the government forc\xe2\x80\xa6 https://t.co/MMSlp62pnl'",b'Nigeria'
1.65269E+18,2023-04-30 15:09:34+00:00,"b'@B0lutife He met just Boko Haram, he is leaving us now with added insecurity of insurgents, killer herdsmen, ESN,IP\xe2\x80\xa6 https://t.co/yhiyjewJW5'",b'Planet_Of_Primes'
1.65269E+18,2023-04-30 14:51:06+00:00,"b""Leaving Sudan for Nigeria is moving from fire \xf0\x9f\x94\xa5 to frying pan \xf0\x9f\x8d\xb3. Both countries are in a war situation. As you're h\xe2\x80\xa6 https://t.co/W0GLPUMu6l""","b'Federal Capital Territory, Nig'"
1.65268E+18,2023-04-30 14:41:29+00:00,b'@simon_ekpa The territories are protected against herdsmen',"b'Port Harcourt, Nigeria'"
1.65268E+18,2023-04-30 14:31:08+00:00,"b'Fulani herdsmen are in Kaduna, Jos &amp; Benue killing Christians &amp; burning down Christian homes unchallenged, but Nige\xe2\x80\xa6 https://t.co/EQObgbKpEE'",b''
1.65268E+18,2023-04-30 14:30:48+00:00,b'@sp101231 @akintollgate @sp101231 it is a war between Good and Bad. It is war between Bokoharam sponsors and Christ\xe2\x80\xa6 https://t.co/xpBqWoBXpz',"b'Bergisch Gladbach, Deutschland'"
1.65268E+18,2023-04-30 14:26:46+00:00,"b'@ChinasaNworu But terrorists Fulani, terrorists herdsmen, terrorists Boko Haram, Terrorists Bandit are killing inno\xe2\x80\xa6 https://t.co/wW2Ao5Nehw'",b''
1.65268E+18,2023-04-30 14:26:39+00:00,b'@Princemoye1 Great! But what about the AK-47s in the hands of herdsmen? Or are they no-go areas?',b''
1.65268E+18,2023-04-30 14:08:17+00:00,"b'@gddot @AramideCastro @OyesileJohn And the people dieing daily at the hands of bandit/herdsmen, are those not human\xe2\x80\xa6 https://t.co/N3yOLG8RfD'",b''
1.65267E+18,2023-04-30 13:47:56+00:00,"b'Fulani herdsmen are in Kaduna, Jos &amp; Benue killing Christians &amp; burning down Christian homes unchallenged, but Nige\xe2\x80\xa6 https://t.co/jAuRM6xJDQ'",b'London '
1.65267E+18,2023-04-30 13:43:37+00:00,"b'For 2 years Britain and Nigerian governments kidnapped Nnamdi Kanu, they have used oil money to bribe groups like G\xe2\x80\xa6 https://t.co/BXGb4AeGm1'",b'London '
1.65267E+18,2023-04-30 13:41:42+00:00,"b""@sanmimarvellous Melchizedek wsn't a drugs trafficker, his name wsn't stolen frm any woman, he never falsified his\xe2\x80\xa6 https://t.co/QQ0z1lhwyg""",b''
1.65267E+18,2023-04-30 13:33:13+00:00,b'@Princemoye1 U guys should first disarm fulani herdsmen with ak47 killing Nigerians',b''
1.65266E+18,2023-04-30 13:22:08+00:00,b'@Princemoye1 You want to rid people of small arms so that terrorist herdsmen with assault weapons can finish them u\xe2\x80\xa6 https://t.co/FyFGlaovZB',b''
1.65266E+18,2023-04-30 13:19:38+00:00,"b'The arm invaders in their bid to repel them. Recall that suspected herdsmen attacked Igbobi community, in the same\xe2\x80\xa6 https://t.co/1txCEpOF9F'","b'Lagos, Nigeria'"
1.65266E+18,2023-04-30 13:15:56+00:00,b'We hear news about IPOB members being arrested by the police while killer Fulani herdsmen are allowed to continue i\xe2\x80\xa6 https://t.co/sNsKBPDBSE',b'Bliss Island'
1.65266E+18,2023-04-30 13:15:04+00:00,"b'invaders in their bid to repel them.\xc2\xa0\nRecall that suspected herdsmen attacked Igbobi community, in the same LGA, a\xe2\x80\xa6 https://t.co/iF5qXmapeA'",b''
1.65266E+18,2023-04-30 13:10:36+00:00,"b'herdsmen kill soldiers and 14 others in fresh attack in Benue\ncedtApril 26, Suspected armed herdsmen attacked Opaha\xe2\x80\xa6 https://t.co/5sqsyJJ3s5'","b'Lagos, Nigeria'"
1.65266E+18,2023-04-30 13:00:11+00:00,b'The same America that sent Navy Seals to rescue their citizen kidnapped by Boko Haram on Nigerian soil? Whereas the\xe2\x80\xa6 https://t.co/LYpLiWVzBo',"b'Missouri, USA'"
1.65266E+18,2023-04-30 12:52:42+00:00,"b'@DailyPostNGR Do the same thing with Bandits, Herdsmen and Terrorist'","b'Calabar, Nigeria'"
1.65266E+18,2023-04-30 12:44:34+00:00,b'How did Xinjiang herdsmen spend a huge amount of money to buy drones to ... https://t.co/vLlFTjtK6l via @YouTube',b''
1.65265E+18,2023-04-30 12:41:07+00:00,"b'There is no different between the Sudan war and Nigeria terrorist, herdsmen, boko Haram.\nPeople that died in Nigeri\xe2\x80\xa6 https://t.co/DujDubVNXe'",b''
1.65265E+18,2023-04-30 12:20:57+00:00,"b""@DCNNAIJA @shyna4me @MonShegzy93566 @whitenigerian Oloshi ni e o. When it comes to killing people we've all seen d\xe2\x80\xa6 https://t.co/9WI9xF3eek""","b'Asaba, Delta State'"
1.65265E+18,2023-04-30 12:16:09+00:00,"b""@kuntakinte565 @Tony_Ogbuagu @NdukaOdili The herdsmen that voted for him in the North? U think he won't do their bi\xe2\x80\xa6 https://t.co/P8SyWwWNsH""","b'Lagos, Nigeria'"
1.65265E+18,2023-04-30 12:06:31+00:00,"b'@eboseiyere @_herbalist__ @diisa2002 @DocOmeiza @PeterObi Wow what a country flowing with milk and honey, our leade\xe2\x80\xa6 https://t.co/au3VbggkBX'",b''
1.65265E+18,2023-04-30 12:04:59+00:00,"b'If Tinubu Drug Delear, a Guinea pushing drugs from Guinea to America,Shettima Osama bin laden Commander of Boko Har\xe2\x80\xa6 https://t.co/9EzEDaNomo'",b''
1.65264E+18,2023-04-30 11:55:00+00:00,"b""@donchymes @Tony_Ogbuagu @NdukaOdili At least he won't send herdsmen after your farmers.""",b'on my way back.'
1.65264E+18,2023-04-30 11:47:28+00:00,b'@fisayosoyombo @DennisDaMennis6 The jihad has been going on for a long time. \nAll those herdsmen terrorist and band\xe2\x80\xa6 https://t.co/eZn1e3uGKa',b'Biafra.'
1.65264E+18,2023-04-30 11:45:22+00:00,"b""@DailyPostNGR And yet they can't arrest Boko Haram and Fulani herdsmen that are the main terrorist in the country.""","b'Agen, France'"
1.65264E+18,2023-04-30 11:39:41+00:00,b'@Mario9jaa What of naira to dollar conversion rate\nWhat of disvalue of 5 naira note to 20 naira note\nWhat of endsar\xe2\x80\xa6 https://t.co/niclrFX9wS',b''
1.65264E+18,2023-04-30 11:26:48+00:00,"b'@Princemoye1 Fulani herdsmen own are ghost guns and ammunition, it cannot be seen'",b''
1.65264E+18,2023-04-30 11:25:31+00:00,"b'@survabbey @ReporteraNews Igbos will always be a problem to the blind because they seek for self emancipation,the F\xe2\x80\xa6 https://t.co/l8VfLMUjLE'",b''
1.65264E+18,2023-04-30 11:24:27+00:00,b'@IwriterWriter @tallbenobi @DahkDutch @AprilWorld @UgwunnaEjikem Heat on SM? Nigeria is already polarized in the RE\xe2\x80\xa6 https://t.co/wl7M3QlVLw',b''
1.65263E+18,2023-04-30 11:02:05+00:00,"b'@ZeeZay010 How can he, when he is busy looking for herdsmen, especially towards month end, and time to  pay salaries.'",b'Lagos'
1.65263E+18,2023-04-30 10:47:46+00:00,b'@Princemoye1 How many have you recovered from the marauding Fulani Herdsmen militia in most part of NC/SW/SE and SS\xe2\x80\xa6 https://t.co/E6sKpGcmBv',"b'Abuja, Nigeria'"
1.65262E+18,2023-04-30 10:26:13+00:00,b'@veekeejoe @monopolytaiwo @Everdiva1 @Vikkyoyinnn Fulani herdsmen are better pls',b''
1.65262E+18,2023-04-30 10:11:30+00:00,"b'@Princemoye1 Even if it were from Southern Kaduna, is it from Fulani herdsmen?\nProbably NO.\n\nYou dare not try to re\xe2\x80\xa6 https://t.co/suIv8hL4rE'",b'Nigeria'
1.65262E+18,2023-04-30 10:07:19+00:00,"b'@Ericavick36 @DailyPostNGR \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 the same way agbero, Fulani herdsmen and OPC needs money through kidnapping, looting\xe2\x80\xa6 https://t.co/baZk3xrmJP'",b''
1.65261E+18,2023-04-30 09:59:19+00:00,"b'@AHayatu @officialABAT @Kadunaelectric He should include Boko Haram, bandit and herdsmen leaders on his appointees\xe2\x80\xa6 https://t.co/7SSTt2PJyf'","b'Delta, OH'"
1.65261E+18,2023-04-30 09:58:53+00:00,"b""@Princemoye1 Uma go still sell am give herdsmen and political gang's.....make una no dey showcase it or are you people looking for bidders?""","b'Accra, Ghana'"
1.65261E+18,2023-04-30 09:58:30+00:00,b'@waletobi1 @2Oluoha @Shehusky Always a Yoruba goat defending. Una worse pass Fulani herdsmen',b''
1.65261E+18,2023-04-30 09:57:54+00:00,b'@Princemoye1 How many belong to herdsmen that killing Benue and southern Kaduna people. Police is an accomplice to\xe2\x80\xa6 https://t.co/jHtLe0VVN3',"b'Enugu, Nigeria'"
1.65261E+18,2023-04-30 09:54:20+00:00,"b""@Princemoye1 If you're sincere, go after the Fulani herdsmen and mop theirs first.""",b''
1.65261E+18,2023-04-30 09:53:46+00:00,b'@channelstv How many Fulani herdsmen killers operating freely with the aid of APC jihadist have been arrested?\nHow\xe2\x80\xa6 https://t.co/1bmGq7vLLg',b''
1.65261E+18,2023-04-30 09:52:52+00:00,"b'@nasirmariam @Naija_Activist APC is a Curse my dear. 48million barrel missing, Not able to fix comatose economy and\xe2\x80\xa6 https://t.co/BNT3ofqxWA'",b''
1.65261E+18,2023-04-30 09:51:46+00:00,"b""@Baye_Bintin @just_lawson__ @jamesagada @Girl_isBlessed Don't be blind.. Fulani herdsmen have killed people in thou\xe2\x80\xa6 https://t.co/YdkRgZP9tX""",b'Nigeria '
1.65261E+18,2023-04-30 09:36:23+00:00,"b'@ShaxDaddy @alialization @officialABAT @femigbaja On top of all that road blocks and nuisance, the killer herdsmen\xe2\x80\xa6 https://t.co/1vneBNUbMy'","b'Abuja, Nigeria'"
1.65261E+18,2023-04-30 09:25:46+00:00,b'@Princemoye1 But Fulani herdsmen men are freely moving with AK47.\n\nYou are only disarming the innocent citizens for\xe2\x80\xa6 https://t.co/cfoGs8QjFo',b'Nigeria'
1.6526E+18,2023-04-30 09:17:34+00:00,"b'@UzorOkasi I wonder the terrorist government of nigeria are allowing the boko haram,fulanis herdsmen terrorist, ISW\xe2\x80\xa6 https://t.co/djrummjMh2'",b''
1.6526E+18,2023-04-30 09:13:36+00:00,"b'@redcap_blondie My pain is that, whenever this community repel the herdsmen you will see full government presence (\xe2\x80\xa6 https://t.co/deETA6cnTO'",b''
1.6526E+18,2023-04-30 09:11:34+00:00,b'@RaymondoOne5050 @Shehusky Oga shame on you for supporting evil and calling black white you will share the same fat\xe2\x80\xa6 https://t.co/nXrAjrcV2E',b'rivers state nigeria'
1.6526E+18,2023-04-30 09:10:14+00:00,b'@AHayatu @officialABAT @Kadunaelectric As this your first assignment is more important than stopping  Fulani Herdsm\xe2\x80\xa6 https://t.co/UqUEnJvCRv',b''
1.6526E+18,2023-04-30 09:08:11+00:00,"b""@Miss_Isabellah That means you're likely to get married to the Fulani herdsmen\nGood for you dear""",b''
1.6526E+18,2023-04-30 09:03:05+00:00,b'@Mario9jaa And also herdsmen rampage',b'For your mind \xe2\x80\xa6!!!'
1.6526E+18,2023-04-30 09:02:28+00:00,"b'@ruffydfire The truth is, when  it involve MNK, sunday Igboho, Eze ndi Igbo in Lagos or any perceived enemy, the se\xe2\x80\xa6 https://t.co/1KUZ99hlMA'",b''
1.6526E+18,2023-04-30 08:55:41+00:00,"b""We must condemned all forms of killing - Prof Yemi Osinbajo\n\n(killing by herdsmen, IPOB's UGM, Bandit, Bokoharam, O\xe2\x80\xa6 https://t.co/wuBqoP1M0J""",b'Oxford\xf0\x9f\x87\xb3\xf0\x9f\x87\xac'
1.6526E+18,2023-04-30 08:50:16+00:00,b'@ola_alademuniru @dancoded01 @JussyPablo @harryofido @ruffydfire Awon to ni e oni jere eee.. how many time has ur d\xe2\x80\xa6 https://t.co/tUuOPetJE9',b'Aso Rock '
1.65259E+18,2023-04-30 08:41:06+00:00,"b""@AHayatu @officialABAT @Kadunaelectric It's easy to identify a foolani that terrorising and support herdsmen attack\xe2\x80\xa6 https://t.co/0BhNml0TTX""",b''
1.65259E+18,2023-04-30 08:32:51+00:00,"b'@IdokoChukwueme2 Yes,why over 90% of agbado supporters are drug lords and addicts and over 90% of atiku supporters\xe2\x80\xa6 https://t.co/AQMabC3Cwl'",b''
1.65259E+18,2023-04-30 08:30:28+00:00,b'@AKakanfo Faceless coward. Fulani herdsmen are in your forest o. Keep spreading propaganda on social media.',b'Lagos'
1.65259E+18,2023-04-30 08:30:21+00:00,"b'Some years ago, Fulani herdsmen would have been trending! https://t.co/OBnBdJkx0N'",b'Earth'
