Word,Frequency
hundred,1
crops,1
bloodsucking,1
butchering,1
housands,1
nothing2inister,1
sacked,1
~sokapupresident,1
mohammadu,1
'everything,1
arrangement,1
asapnnow,1
herdsmen/insecurity,1
myopic,1
pepertuated,1
stricken,1
himxf0x98x86,1
commerce,1
livingrading,1
twice,1
trading,1
initiativeaba,1
focusdevelop,1
importantthen,1
curtail,1
wickedness,1
thesame,1
indiscriminate,1
increased,1
governmentbacked,1
kidnapp,1
cabinet8,1
medical,1
treatment,1
abroad7,1
strikefeb,1
sc,1
sleepless,1
nights,1
perturbed,1
kingpin,1
releases,1
students,1
babies,1
issueeter,1
represent,1
easte,1
represents,1
sides,1
reallyan,1
herdsmenwith,1
erasurepersecutionand,1
daura,1
patron,1
todaythe,1
votin,1
address,1
sentimentalny,1
lasted,1
backing,1
professor,1
morals,1
allhere,1
unen,1
jizyacultural,1
criticised,1
inflicted,1
suspect,1
fro,1
nigeriaagos,1
robbing,1
pastun,1
organization,1
sallah,1
advice,1
usfter,1
unconcer,1
empathize,1
extraction,1
keeeld,1
expired,1
pouring,1
thisandy,1
freezing,1
obeyed,1
governmente,1
its,1
badhe,1
alaba,1
minding,1
considers,1
tx82xacrrorists,1
kxa1ller,1
bandxa1ts,1
rewards,1
repertrated,1
shock,1
fridayx99s,1
horrendo,1
internally,1
displ,1
tak,1
destroyer,1
xa5xba,1
plateaunot,1
single,1
relatives,1
isl,1
dearwaiting,1
prosecute,1
herdsmenthen,1
leav,1
themgive,1
whilw,1
jokes,1
corruption//hunger//evil,1
silence,1
granite,1
mouthor,1
mauled,1
dow,1
hearing,1
decide,1
insane,1
becau,1
equitable,1
nationot,1
backyards,1
wasting,1
organizations,1
than,1
tattara,1
migini,1
angwan,1
barau,1
area,1
xa3adamumuwhat,1
brics,1
brics=brazil,1
india,1
africainstead,1
reportage,1
killings//first,1
societye2,1
native,1
larger,1
manager,1
enought,1
northe,1
regionrecollect,1
heroine,1
answ,1
clean,1
illegally,1
accumulating,1
publ,1
igboe,1
planted,1
hates,1
followers,1
peopleave,1
preserve,1
cultivate,1
themulani,1
herdsmenas,1
paying,1
denying,1
foreigner,1
presidentno,1
reasonable,1
x98xadx98xadx98xad,1
replies,1
reflection,1
pains,1
lif,1
papao,1
outlive,1
bridge,1
completehope,1
uzoadinma,1
whatoga,1
grandpatron,1
russians,1
europeans,1
crude,1
brunt,1
didnt,1
bettere,1
islam,1
darkness,1
usefulnesswe,1
behave,1
investigative,1
jo,1
peoplehey,1
bitter,1
kill,1
yrold,1
motherthe,1
ye,1
birthday,1
peoplehate,1
generous,1
obidients,1
hitting,1
completeonitsha,1
eastnabaenugu,1
afric,1
involvedyet,1
agberosfulani,1
massacring,1
petroleum,1
dasuki,1
sharing,1
fundany,1
etcustic,1
tolerated,1
cases,1
brimstone,1
heir,1
nightmare,1
obid,1
zoogerians,1
personserdsmen,1
yet,1
uhrobo,1
sturdy,1
strongyour,1
longyour,1
truea,1
beauty,1
view,1
insecuritypovertybigotrymenace,1
herdsmenoil,1
theftetc,1
later,1
losses,1
administratorisdain,1
nig,1
somewhere,1
ourselvesif,1
our,1
x90x84,1
statustinubu,1
odua,1
nigerianshey,1
contractor,1
endless,1
lies,1
dollars,1
refuse,1
ruler,1
themeligion,1
royal,1
familybritish,1
enemye2,1
4/,1
mentell,1
waroko,1
disguised,1
eriously,1
need,1
alltake,1
tri,1
peopleet,1
herdsmenhy,1
style,1
farx92x94,1
easter,1
4uring,1
herdsmenx9cone,1
covid,1
citizens5hen,1
loland,1
ideas,1
voice,1
whatsapp,1
christiansplease,1
announced,1
robbed,1
selves,1
osuigeria,1
slavezher,1
grazing/ranchingnigeri,1
scourge,1
administrat,1
bestow,1
apologise,1
behalf,1
neglecting,1
citizenspeople,1
fishing,1
x8e,1
abductorsneither,1
enslaving,1
peoplexa6this,1
harrowing,1
experiences,1
ak47ki,1
agbebons,1
blocked,1
x98xad,1
opened,1
bro,1
suggest,1
herdsmenif,1
fails,1
arkab,1
x98x92x98x92,1
rehabilitate,1
x94x9cxa5xb4,1
fxc3xaeghting,1
designate,1
nigeriako,1
herdsmenkidnappolice,1
beefing,1
airlift,1
handover,1
second,1
yaribas,1
backhere,1
wherexa6it,1
xa6na,1
am,1
asketin,1
shagamuverybody,1
xe1xbbx8cxccx80yxe1xbbx8dxccx81a,1
brutalize,1
sout,1
problemoker,1
boost,1
closed,1
travelers,1
humanity,1
banditherdsmenkidnapping,1
nigeriaut,1
int,1
shaleast,1
experience,1
classified,1
condolence,1
zarama,1
comm,1
crates,1
commodities,1
salehe,1
coffins,1
indians,1
guerrilla,1
bands,1
rolling,1
numbersin,1
green,1
vineamassing,1
warfare,1
innocentherdsmen,1
jdm,1
hasty,1
motiva,1
burial,1
weekend,1
areasopc,1
y'alle2,1
janjaweed/,1
fact,1
terrorize,1
ipob,1
farmake,1
votese,1
coun,1
northde,1
arindin,1
oshi,1
festival,1
celebrations,1
replace,1
happily,1
x98x82x98x81,1
alailopolo,1
nuerdsmen,1
ampnot,1
forgivenessvatsa,1
senselesssame,1
permanently,1
resolved,1
certificate,1
forger,1
funds,1
bought,1
lac,1
nigeriana,1
suppression,1
trueerdsmen,1
crimerove,1
autopilot,1
criminalspob,1
ipobnd,1
crashing,1
themoon,1
those,1
doesn,1
evacuating,1
demand,1
x98x9e,1
crazell,1
vagabonds,1
eulogize,1
ronu,1
berbecue,1
aloudx99m,1
envisaging,1
volunteer,1
missionary,1
governing,1
unle,1
weight,1
lawnnone,1
alivefulani,1
futures,1
tomorrowfulani,1
pregnant,1
settin,1
terroristherdsmen,1
wartorn,1
eriri,1
unionists,1
ins,1
dayulani,1
late,1
infiltrator,1
finland,1
worster,1
endx98x82x98x82x98x82x98x82,1
worsender,1
jonath,1
tinubuy,1
latee2,1
lmfao,1
ridiculously,1
devaluing,1
keeps,1
herdsmenndi,1
revealing,1
signs,1
damnation,1
sensefter,1
gunmenhey,1
hired,1
plant,1
x8dxefxb8x8fthis,1
countryhen,1
often,1
mourns,1
murders,1
becoming,1
x9axab,1
engagement,1
gambia,1
almajiriherdsmen,1
x94benue,1
tinubux99s,1
interestut,1
surely,1
exclusively,1
naijanews,1
southes,1
decry,1
govtx99sxa0intervention,1
ukraine,1
deathnmore,1
worldnnigeria,1
assassinate,1
'ipob,1
'herdsmen,1
kadunahahhaha,1
dryness,1
kaave,1
brotherhese,1
karamojong,1
starved,1
ugandan,1
locking,1
f/cking,1
personiarhe,1
daoud,1
abdellatif,1
'told,1
suddenly,1
metamorphosed,1
pplegot,1
iswapbhfulani,1
northerner,1
gibberish,1
ladies,1
physique,1
hypocritewe,1
socioreligious,1
bigots/evil,1
politicia,1
mehis,1
obviousl,1
horrific,1
week,1
herdsmenthis,1
cornfirms,1
comparing,1
internal,1
onslaught,1
accepted,1
indeedho,1
ho,1
useful,1
kinsmenask,1
kadunanask,1
ndigboo,1
ancestry,1
janjanweeds,1
pushed,1
brutalla,1
sends,1
mai,1
sayeye,1
motives,1
price,1
forgottenou,1
freedo,1
sarki,1
foolish,1
sehere,1
bot,1
headache,1
letx99s,1
assure,1
inves,1
freisland,1
campina,1
makers,1
dislike,1
tragedy,1
chair,1
elite,1
yearsheir,1
grazin,1
capture,1
significant,1
negative,1
statehe,1
yearshese,1
activist,1
blocking,1
ritua,1
hereet,1
yourselfou,1
talked,1
peop,1
ansura,1
banditsprison,1
doubledigit,1
infla,1
uploaded,1
can',1
ugandans,1
amina,1
teaching,1
lesson,1
ethnoreligious,1
zoning,1
earth,1
judge,1
thismagine,1
laws,1
ful,1
denominator,1
denomi,1
dist,1
pocketsr,1
integrityx99s,1
plagued,1
theft,1
incompetent,1
tribalistic,1
traini,1
askou,1
thisnbecause,1
huntingdon,1
herdsmenour,1
relationship,1
hausas,1
breeding,1
extremism,1
terrorismone,1
easily,1
youni,1
myspace,1
whatamerica,1
nigeriad,1
terriost,1
reintegrated,1
focus,1
southkaduna,1
misfortune,1
domiciled,1
thousandsay,1
baffles,1
abject,1
hungers,1
crowee,1
contrarian,1
hinterlands,1
harbour,1
x9cpe,1
managing,1
critica,1
mohamedhey,1
feeding,1
brothersod,1
jud,1
trea,1
rogue,1
centrally,1
narratives,1
keymo,1
miscarriage,1
literal,1
valueomeone,1
coward,1
sha,1
formally,1
metamorph,1
rapid,1
forceerdsmen,1
unknownour,1
remai,1
rebranding,1
sl,1
dislocated/,1
benuehatx99s,1
ritualists,1
rai,1
suda,1
discussederdsmen,1
massa,1
monsters,1
bigotry,1
muhammad,1
profiled,1
darkest,1
wasted,1
sufferinghunger,1
lolou,1
restraint,1
fu,1
equivalencelodo,1
rabatathere,1
beings,1
beeen,1
fig,1
reference,1
muslims,1
biafrae,1
spies,1
ifxa6you,1
bloodletting,1
extreme,1
nepotism,1
hyperinflation,1
girlxa6you,1
descen,1
haramherdsmen,1
safer,1
peopledid,1
agatu,1
fools,1
warning,1
nigeriago,1
gbagada,1
concerne,1
jobs,1
outlets,1
outlet,1
ter,1
respectively,1
hovering,1
where,1
proof,1
foreverit,1
nigeriaif,1
sapherdsmen,1
cornyou,1
unending,1
killersthe,1
enougho,1
gubernatorialintroduction,1
notes,1
recognised,1
circulation,1
heavy,1
largely,1
milit,1
research,1
sentiment,1
emotion,1
elrufai,1
dreaming,1
ogaremember,1
promised,1
lieirst,1
livestoc,1
revising,1
bypass,1
outside,1
reverse,1
condem,1
nowhettima,1
samen,1
okocha,1
browe,1
rea,1
siding,1
ravaged,1
dawning,1
slowly,1
sirhey,1
magboro,1
sagamu,1
areabadan,1
famil,1
kadunaut,1
finds,1
diffic,1
situated,1
personal,1
flights,1
air,1
gen,1
routes,1
explain,1
billy,1
graham,1
deadlyven,1
day,1
katsinaherdsmen,1
feastx98x8f,1
muslimshey,1
pa,1
kilometres,1
checkpoint,1
poi,1
timebad,1
good,1
killingethnic,1
herdsmenkidnapping,1
activistxe2,1
judgement,1
honestly,1
convince,1
demonposse,1
replaced,1
herdsmenhat,1
thriving,1
company,1
employ,1
loca,1
gravee,1
inactions,1
short,1
nicker,1
christianx9ci,1
adage,1
believed,1
welcoming,1
swallowed,1
questioned,1
bible,1
hungereaded,1
tactical,1
herdsmencultism,1
herdsmenbut,1
once,1
lifex98x82x98x82x98x82,1
pegansthe,1
z,1
sincereere,1
someones,1
peganslmost,1
pegans,1
bearing,1
charms,1
duties,1
incase,1
fckin,1
solid,1
accompanying,1
southeastnthey,1
predictab,1
exhibited,1
rule,1
timid,1
deputy,1
being,1
smarter,1
criminalhe,1
herdsmenx98x92,1
pr,1
innoc,1
kyari,1
missinge,1
prison,1
breakall,1
bu,1
almajiri/druggy,1
attribute,1
statedvance,1
colludes,1
x9cx85xefxb8x8f,1
locked,1
killedtop,1
generalizing,1
ignorance,1
x90x9c,1
praising,1
aren,1
toda,1
tooet,1
shiites,1
receive,1
murderin,1
claime,1
elders,1
numbersstop,1
unjust,1
igboho,1
perceived,1
osinbajokilling,1
eeehow,1
yeswhy,1
lords,1
addicts,1
faceless,1
cowardulani,1
trending,1
discussing,1
winter,1
kadunathe,1
wrecked,1
tbvh,1
noooou,1
herdsmenou,1
doubts,1
gooduhari,1
reignire,1
lolthis,1
groupxa0claims,1
ownetin,1
bayi,1
narcotics,1
resultsn1e,1
herdsmengood,1
them2trife,1
dullness,1
democrazyo,1
ch,1
herdsmenp,1
pyramid,1
disagrees,1
sweetiee2,1
hague,1
humanityhere,1
bet,1
robber,1
myathi,1
played,1
banded,1
sugar,1
increases,1
n5,1
presidiot,1
aguamede,1
forgotten,1
drinking,1
supremee2,1
herdsmenbt,1
ana,1
terroristsulani,1
overcome,1
wex99re,1
ordeals,1
northnbut,1
herdsmen3ot,1
captive4ots,1
blamed,1
disgusting,1
mouthpiece,1
unlicensed,1
herdsmenhow,1
ov,1
ipobjust,1
nameshow,1
haramerdsmen,1
ll,1
noooothose,1
ankole,1
wrestling,1
oldest,1
traditional,1
herdsmenur,1
wrestler,1
visitoree,1
infidels,1
comprehensive,1
they're,1
rules,1
dear,1
married,1
quality,1
stolen,1
lifehis,1
breakingnot,1
fighter,1
havocs,1
metropolis,1
figh,1
lamentations,1
irritate,1
igbosou,1
soludo,1
forming,1
occ,1
come,1
unchalle,1
forc,1
esnip,1
x94xa5,1
x8dxb3oth,1
situations,1
christ,1
inno,1
ak47s,1
bandit/herdsmen,1
bribe,1
melchizedek,1
uphold,1
righthe,1
nxe1xbbx8bgeria,1
threatened,1
widen,1
scope,1
whene,1
yearhe,1
x91xbf,1
herdsmenx98x9dx8fxbc,1
attrocities,1
evils,1
ababoku,1
unborn,1
serve,1
menhis,1
cowardice,1
stinking,1
normal,1
recuse,1
rapingmad,1
feminine,1
absolutely,1
womennstead,1
ogundana,1
leveln6,1
unitswe,1
locals,1
trafficker,1
falsified,1
likely,1
themecall,1
herdsmenprobably,1
noyou,1
appointees,1
gangake,1
showcase,1
bidders,1
defendingna,1
belong,1
peopleolice,1
accomplice,1
arrestedhow,1
curse,1
dearillion,1
barrel,1
comatose,1
blindfulani,1
thou,1
blocks,1
ak47you,1
haramfulanis,1
isw,1
presence,1
white,1
fat,1
assignment,1
ss,1
nc/sw/se,1
salaries,1
pushing,1
same,1
themc2xa0recall,1
benuecedtapril,1
seals,1
drones,1
harampeople,1
oloshi,1
flowing,1
honey,1
leade,1
delear,1
americashettima,1
polarized,1
laden,1
har,1
timenall,1
conversion,1
ratewhat,1
disvalue,1
notewhat,1
endsar,1
ammunition,1
seen,1
emancipationthe,1
likel,1
landsthis,1
anythingt,1
militiaf,1
imposing,1
any1e,1
begging,1
foodou,1
settlement,1
grabbing,1
looming,1
began,1
albashir,1
promise,1
exampleicked,1
soul,1
reducing,1
voting,1
projects,1
completed,1
coins,1
busts,1
writingswe,1
dating,1
nigerhe,1
judiciary,1
brace,1
nigeria4allnigerians,1
yearsit,1
offend,1
offendershe,1
herdsmennthey,1
ruled,1
collude,1
pixpeaks,1
volumes,1
dynamicsnthe,1
staunch,1
defender,1
valley|hero,1
hello,1
haramiswap,1
recrui,1
ba,1
goats,1
goers,1
herdsmenterrorist,1
idiat,1
loldrink,1
urine,1
delete,1
tw,1
peaceso,1
cursed,1
dey,1
mocked,1
erats,1
describes,1
markers,1
n3million,1
identifying,1
tabloid,1
easto,1
igneous,1
rockas,1
imbecilic,1
coalition,1
isboko,1
haramisisansarual,1
qidaiswap,1
postislamic,1
setting,1
amoketunarm,1
'talking,1
disgrace,1
greener,1
why,1
sharia,1
killngs,1
mistake,1
flooring,1
quickly,1
parade,1
biafran,1
most,1
benueampthe,1
citizensou,1
herea,1
knowbenue,1
decisioninubu,1
talki,1
bridgeherdsmen,1
1/750naira,1
lopsided,1
appointments,1
seaml,1
x98x82x98x82be,1
whil,1
companies,1
messing,1
advices,1
waste,1
southsouth,1
xa6hy,1
unprepared,1
lacked,1
empathy,1
realityalso,1
fragile,1
eco,1
inlaw,1
twelve,1
wereythey,1
chaithere,1
abducted,1
cam,1
iswapshould,1
nwannep,1
waves,1
terribly,1
pointhy,1
docile,1
opposite,1
chri,1
peopleuhari,1
exactlyhe,1
nigeriall,1
tried,1
accusations,1
such,1
hearts,1
numbnmakes,1
polic,1
killded,1
nigeriath,1
timeless,1
plunged,1
terroristsy,1
middlebelt,1
egyptiansunlike,1
eve,1
surprised,1
tensionxa0as,1
worryingotice,1
last,1
butchered,1
validating,1
screenshot,1
also,1
terroristhy,1
backlash,1
background,1
gox98x82x98x82,1
issuesnour,1
creatures,1
bravoa,1
cynical,1
aimed,1
settlements,1
particularly,1
takeover,1
displace,1
conflictut,1
dailytrust,1
staffers,1
double,1
'best,1
soonood,1
riddance,1
rubbishiggest,1
beautifulowever,1
killxa0three,1
terroristshey,1
sayinge,1
maim,1
forests,1
weapon,1
cachesslamists,1
laughuna,1
playll,1
una,1
interestingly,1
bigotth,1
visited,1
reintegration,1
oloriburuku,1
conderm,1
kinsman,1
automatically,1
headline,1
herdsmenhis,1
thatxe2,1
cowardsr,1
gran,1
bereaved,1
vot,1
sudanhat,1
code,1
rightcount,1
occupy,1
terorists,1
'there,1
doneerdsmen,1
x9cnigeria,1
hahahax98x82x98x82x98x82x98x82,1
drama,1
focuslease,1
astonished,1
slightest,1
nonchalant,1
socalled,1
cartapillercankerworm,1
apcinectinubububuherdsmeniswapboko,1
arrive,1
memberst,1
jihadis,1
intel,1
childrenx9dthe,1
routinelyused,1
stup1dity,1
politicizedan,1
intelligence,1
enornomus,1
wealth,1
been,1
butuzo,1
bush,1
newany,1
whe,1
neutralised,1
memberare,1
bigots,1
gunned,1
governo,1
pockets,1
valley,1
mbaviya,1
hailing,1
fighti,1
khammond,1
decries,1
zones,1
enclave,1
prinpag,1
vindicates,1
mi,1
zombie,1
wex99ll,1
emerge,1
stronger,1
experienced,1
vanguard,1
journalismi,1
nigerianssudan,1
nasty,1
existthere,1
wars,1
ensued,1
pandemonium,1
harvesting,1
baboon,1
bomber,1
jail,1
soca,1
therefore,1
evacuated,1
cheap,1
drums,1
forbidi,1
videos,1
northou,1
unhappy,1
oil,1
locust,1
westerners,1
kidnappings,1
everywh,1
alert,1
x98we,1
prayers,1
deliverance,1
evilx99fulani,1
gra,1
harram,1
indicates,1
sheard,1
slaves,1
shutting,1
kinsmenx,1
againarmed,1
economically,1
induced,1
admit,1
poultry,1
somebody,1
bigottop,1
winmocracy,1
grown,1
depended,1
survive,1
reared,1
firstalking,1
export,1
relate,1
x92x94lost,1
bestie,1
unclen,1
eating,1
beef,1
integrated,1
nationalxe2,1
pmbx99s,1
affliction,1
ofcos,1
x98x82x98x82people,1
divide,1
continually,1
guidelines,1
kinsmenu,1
onl,1
youfocus,1
anditsoko,1
celebra,1
nwaoru,1
mohammad,1
radio,1
billionaires,1
provide,1
david,1
documents,1
bxc3xa8hxc3xa8ad,1
shelves,1
nigeriax99s,1
unity,1
voicehaneze,1
opp,1
anyhow,1
amidst,1
broad,1
wrongowever,1
continent,1
relationships,1
proudremember,1
ighoho,1
coups,1
northernersbandits,1
boysx91x89x8fxbe,1
baddies,1
olosh,1
truef,1
forgivenessut,1
indorse,1
participating,1
x92xb0ulani,1
farmerslick,1
gtgtgt,1
ekpat,1
espe,1
abeggg,1
eac,1
asari,1
dokubo,1
slave,1
servant,1
rears,1
intangible,1
tangible,1
projec,1
central,1
quitting,1
pooroo,1
yahoo,1
banditsx91x89x8fxbe,1
nax91x89x8fxbe,1
condemns,1
movement,1
informa,1
project,1
nicknamed,1
commissioning,1
peeps,1
accounts,1
pm,1
herdsmeno,1
nickna,1
herdsmennour,1
necessaryvery,1
smell,1
con,1
eighteen,1
ix99ll,1
then,1
belongs,1
herdsmenes,1
marauders,1
wre,1
quietly,1
evict,1
markurdi,1
factors,1
destroyingabout,1
secessionist,1
ritual,1
ranches,1
micr,1
policy,1
document,1
lacks,1
inclusivity,1
surprisingly,1
selecthe,1
towns,1
b/haram,1
iswapnd,1
adherentshese,1
sympathy,1
againit,1
freelyherdsmen,1
spons,1
dining,1
herdsmenery,1
knocking,1
explains,1
stil,1
compound,1
holding,1
considering,1
various,1
communitiesettling,1
concomitants,1
endorsing,1
thread,1
along,1
yearsaccording,1
anoda,1
thingid,1
heritage,1
oppose,1
imperialism,1
crystal,1
scene,1
scares,1
written,1
delivered,1
rep,1
sermon,1
oncen,1
christianity,1
indications,1
ongoing,1
kadun,1
profiling,1
dengerous,1
enjoyed,1
younger,1
circumstances,1
dimka,1
placell,1
losers,1
humanly,1
sentiments,1
strict,1
compliance,1
visas,1
entry,1
shows,1
discipli,1
itore,1
poorer,1
relocating,1
civic,1
dutyandits,1
instances,1
shelvedspecially,1
commoners,1
murderednnigeria,1
moved,1
onnthey,1
oinside,1
demdemnjust,1
pushers,1
caste,1
rearing,1
catt,1
legions,1
extre,1
boundaryhey,1
sponsorsor,1
fo,1
efore,1
timenherdsmen,1
municipality,1
kapodra,1
areahe,1
municip,1
ekiti,1
fair,1
iswapt,1
recognized,1
globally,1
wicked,1
directlyyou,1
moreyour,1
kinds,1
x8dx82xefxb8x8fo,1
shadesx8f,1
lhaba,1
cering,1
professional,1
cooperative,1
suicide,1
hospi,1
kidnappin,1
plead,1
possible,1
x9cigbo,1
catholic,1
reallysorry,1
wer,1
corruptionoilscampopulationtribalismnigerian,1
prince,1
scamnigerian,1
foodnigerians,1
graduated,1
flying,1
col,1
kadunawe,1
lifelove,1
knifeknew,1
semen,1
herdsmenthe,1
she,1
internet,1
celebrity,1
wellheir,1
kenya,1
x87xb0x87xaa,1
x98x82x8fxbbx8dx82xefxb8x8fx98x82,1
anymoreagberoism,1
anymorena,1
sou,1
x98x92x98x92x98x92,1
guard,1
criminalizes,1
yethowever,1
assyrians,1
bishop,1
cries,1
fairf0xb7x8fxbex8dx82xefxb8x8f,1
lease,1
solution,1
jailed,1
turkana,1
entered,1
x9cnigerians,1
toleratex9d,1
fromhis,1
egyptians,1
assist,1
survived,1
actual,1
aftermath,1
judeans,1
however,1
amo,1
decimate,1
eatbut,1
shitsherdsmen,1
ebonyi,1
properly,1
peddlerx9d,1
herdsmenx9d,1
anime,1
ignorant,1
arrogant,1
sorry,1
shallow,1
reasoning,1
withdraw,1
youueho,1
wie,1
hearx98x82,1
endorseincl,1
x9cxa6they,1
civilised,1
neolithic,1
ploughmen,1
abinyways,1
bonny,1
peoplex98x85x98x85x98x85,1
cross,1
salt,1
cowards,1
comfirm,1
terroristll,1
wound,1
praying,1
cartel,1
presidenthow,1
illitrate,1
x8dx82xefxb8x8fx8dx82xefxb8x8f,1
muhima,1
seizing,1
aggressiontrue,1
xa1nfidel,1
xa1dxa10t,1
cease,1
biafra/ipobou,1
beneath,1
foreve,1
freq,1
index,1
par,1
abroad,1
landut,1
fightersany,1
arabs,1
bashir,1
workout,1
kwara,1
ansaru,1
hezbollah,1
shabab,1
hamas,1
queida,1
janj,1
shehu,1
shook,1
lotsme,1
brings,1
mak,1
manifestating,1
removing,1
freelywith,1
refinery,1
producing,1
bunch,1
spirit,1
dignity,1
rifles,1
pigrth,1
di,1
ironyonly,1
emefielvirus,1
unprofessional,1
reas,1
lpob/esn,1
onyendu,1
produceni,1
cassa,1
wisdom,1
x9csilos,1
missiles,1
feedx9d,1
discuss,1
truthost,1
ou,1
farmlandsraping,1
peoplehat,1
xa3just,1
finances,1
arewaour,1
mine,1
clever,1
usele,1
cunning,1
match,1
obire,1
organisation,1
freelyth,1
adesina,1
delusions,1
continuous,1
grandeur,1
faction,1
fault,1
harassed,1
extort,1
allown,1
schools,1
drilled,1
mentally,1
quart,1
inte,1
intercenine,1
amongst,1
nativesivampidoma,1
severely,1
extr,1
sondelta,1
sayi,1
solve,1
herdsmenxe2x9cbagos,1
attempt,1
breach,1
fundamental,1
x98x82x82,1
rebranded,1
kanue,1
discharged,1
acquittedthe,1
amazingyou,1
anybodybut,1
haram/herdsmenis,1
amazing,1
benueremoval,1
recipe,1
fasorantis,1
tinibu,1
tweeting,1
pridedamawa,1
hotyou,1
pursued,1
brutality/,1
weren,1
okokoo,1
chevron,1
vishnu,1
apa,1
makin,1
herdsmenare,1
stvpidor,1
tracebut,1
robbery,1
shouldhat,1
untraceable,1
carried,1
hijacked,1
epaulettes,1
nownxe1xbbxa4mxe1xbbxa5,1
wantonlya,1
escaping,1
iswapherdsmenboko,1
haramugm,1
cou,1
regarding,1
nowust,1
lawabiding,1
capping,1
alayeo,1
xa5xb4,1
dealing,1
ediot,1
ga~nga,1
elect,1
urselves,1
x98x82bandit,1
insist,1
allocatio,1
border,1
townsthe,1
expressed,1
worr,1
x98x82x98x82x98x82x98x82x98x82x98x82x98x82,1
grief,1
organizatio,1
crimesou,1
cyberbully,1
ballot,1
snatchers,1
hoodlums,1
hooligans,1
manwhere,1
bullies,1
girlsbunch,1
toothless,1
beasts,1
churchill,1
x9cfrom,1
x98killer,1
marred,1
seriouslections,1
banditsherdsmenboko,1
effortspecially,1
hardly,1
notice,1
him,1
suggested,1
negotiate,1
mayhem,1
xa1xa1xa1,1
many,1
x98sneaked,1
intoxa0state,1
didn',1
himeidti,1
intentional,1
tapped,1
livelihood,1
resource,1
commissioneo,1
prosecutedboko,1
confessing,1
tooweyrey,1
reveal,1
konwe,1
motivat,1
confessiono,1
emerged,1
deity,1
throwing,1
herdsmenuhari,1
channels,1
attackstop,1
nodey,1
shekau,1
bastards,1
breathing,1
spacehy,1
obsessed,1
igbosif,1
nightell,1
plans,1
wey,1
untraceableand,1
toolet,1
bandits/fulani,1
x8cxbd,1
fused,1
harams,1
desert,1
expresswayshame,1
esn/ipob,1
daynstead,1
march,1
mandate,1
nowx91x87x91x87,1
x92x94,1
herdsmenwhat,1
genuhari,1
tracinghese,1
plotter,1
supporter,1
untold,1
hard,1
wowthere,1
presidenti,1
improvement,1
killsxa015,1
nursing,1
flexing,1
blo,1
uselesse2,1
notorious,1
tracked,1
killinh,1
igb,1
disturbing,1
stretch,1
fingers,1
nonsenseare,1
satiating,1
bloodlust,1
usual,1
committe,1
christmas,1
govern,1
inspiration,1
commanding,1
harmless,1
kllxa3r,1
herdsmenn,1
abo,1
drove,1
raids,1
elitedo,1
wise,1
dairy,1
calfx99s,1
moth,1
desperate,1
leeching,1
parasiting,1
alimajar,1
lounge,1
2ince,1
collaborated,1
insurgency,1
buh,1
consider,1
lightening,1
egregious,1
reddy,1
drawing,1
experie,1
authoritiesi,1
lessons,1
theirsfool,1
acted,1
corrupted,1
everythingex99s,1
debura,1
elder,1
mcoluomo,1
tooth,1
pick,1
airpeace,1
igboyet,1
offer,1
liarndivisive,1
batists,1
destructive,1
people1pc,1
wes,1
oluomodeborah,1
killerkiller,1
herdsmenbokoharamall,1
sbiding,1
scaredherdsmen,1
scaredarmed,1
scaredgovt,1
jpegs,1
responding,1
tantrums,1
x98xadx98xadx98xadx98xadx98xad,1
comingif,1
jihadists,1
theregu,1
cleric,1
abubakar,1
abdullahi,1
mosque,1
lampard,1
x9d,1
addressing,1
yankeeith,1
exception,1
cells,1
governmenttate,1
yorubaland,1
centre,1
calamityfulani,1
governorsimon,1
lalongumahisupreme,1
uzodimma,1
trained,1
menfulani,1
protest,1
road,1
fixed,1
hungry,1
sahel,1
intelligent,1
articulate,1
offi,1
lie,1
injury,1
patientthe,1
rejected,1
deliver,1
promises,1
gave,1
infrastructures,1
follows,1
barracks,1
barracksamptations,1
ruthless,1
couldn,1
godour,1
invention,1
ancient,1
southndo,1
proscribing,1
alimajiris,1
youthou,1
territory,1
occurn,1
provides,1
epistle,1
onesoon,1
balance,1
'visit,1
foreign,1
kshatriyaafrigt,1
atriafargt,1
ahar/aher/ahir/ayar/afarnear,1
rajsthan,1
cooking,1
x98x80same,1
ikpeazu,1
blindfolded,1
stateshat,1
safety,1
transit,1
grounds,1
expressways,1
xab,1
unnecessary,1
propagandagbos,1
herdsmenwhy,1
terroristsarmed,1
lling,1
peoplewhat,1
wronghaba,1
todayx99s,1
miners,1
d1otic,1
postre,1
keyword,1
house,1
defense,1
colour,1
looted,1
bec,1
joined,1
dividebetter,1
sirx8fx8fxbe,1
statearmers,1
lynched,1
vil,1
weekr,1
bright,1
futureool,1
minethere,1
foolishou,1
harbouring,1
worriedo,1
extradition,1
herdsmen/terrorists,1
inxa0bayelsa,1
according,1
rigved,1
panchjanya/panch,1
kshatriya/panch,1
nand,1
haramon,1
accommodate,1
othey,1
civilian,1
statee,1
kidn,1
nose,1
herdsmenncoward,1
tracking,1
via,1
allegedly,1
displaces,1
bandits/terrorists,1
s/kaduna,1
tarawa,1
ad,1
truthxa3no,1
bleedth,1
mscheww,1
radicalising,1
triggering,1
x98x85,1
again,1
ladun,1
liadi,1
haram/herdsmen,1
clearing,1
forwarding,1
crazy,1
apparentlyrom,1
underrate,1
simple,1
amon,1
settled,1
